EventId,EventTemplate,Occurrences
c3c0e619,""", e, sys.exc_info()) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 172, in decorated_function return function(self, context, *args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 1454, in terminate_instance do_terminate_instance(instance, bdms) File """" usr lib python2.7 site-packages oslo_concurrency lockutils.py"""", line 271, in inner return f(*args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 1453, in do_terminate_instance self._set_instance_obj_error_state(context, instance) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 1447, in do_terminate_instance self._delete_instance(context, instance, bdms) File """" usr lib python2.7 site-packages nova hooks.py"""", line 154, in inner rv = f(*args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 1430, in _delete_instance self._complete_deletion(context, instance, bdms, system_meta) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 507, in _complete_deletion compute_utils.notify_about_instance_action(instance, self.host, action=fields.NotificationAction.DELETE, phase=fields.NotificationPhase.END) File """" usr lib python2.7 site-packages nova rpc.py"""", line 225, in wrapped return f(*args, **kwargs) TypeError: notify_about_instance_action() takes at least 4 arguments (4 given) None""",1
4513d553,No ports have port_id starting with <*>,7
e666ec6f,Failed to get metadata for instance id: <*>,73
bac0f26e,Failed to deallocate network for instance. Error: 'NoneType' object is not iterable,1
4af2a496,TypeError: 'NoneType' object is not iterable None,25
d1fcc31d,Original exception being dropped:,1
6899ef8a,"Could not clean up failed build, not rescheduling. Error: 'NoneType' object is not iterable",1
2b548192,api_servers with fully qualified url including scheme (http https): BuildAbortException: La build dell'istanza 071f01a3-1f27-4a26-aaec-b12423ffa7aa \xe8 stata interrotta: 'NoneType' object is not iterable,1
d6d9af41,"""Unexpected exception in API method: TypeError: 'NoneType' object is not iterable Traceback (most recent call last): File """" usr lib python2.7 site-packages nova api openstack extensions.py"""", line 336, in wrapped return f(*args, **kwargs) File """" usr lib python2.7 site-packages nova api openstack compute servers.py"""", line 442, in show return self._view_builder.show(req, instance) File """" usr lib python2.7 site-packages nova api openstack compute views servers.py"""", line 145, in show extend_address), File """" usr lib python2.7 site-packages nova api openstack compute views servers.py"""", line 252, in _get_addresses networks = common.get_networks_for_instance(context, instance) File """" usr lib python2.7 site-packages nova api openstack common.py"""", line 326, in get_networks_for_instance return get_networks_for_instance_from_nw_info(nw_info) File """" usr lib python2.7 site-packages nova api openstack common.py"""", line 293, in get_networks_for_instance_from_nw_info for vif in nw_info: TypeError: 'NoneType' object is not iterable None""",5
b8e9463c,"""File """" usr lib python2.7 site-packages nova api openstack compute views servers.py"""", line 145, in show extend_address), File """" usr lib python2.7 site-packages nova api openstack compute views servers.py"""", line 252, in _get_addresses networks = common.get_networks_for_instance(context, instance) File """" usr lib python2.7 site-packages nova api openstack common.py"""", line 326, in get_networks_for_instance return get_networks_for_instance_from_nw_info(nw_info) File """" usr lib python2.7 site-packages nova api openstack common.py"""", line 293, in get_networks_for_instance_from_nw_info for vif in nw_info: TypeError: 'NoneType' object is not iterable None""",8
699ceb91,KeyError: u'6c2b2c2d-2c04-4eb0-b488-e041b8ab0984' None,1
f7b46d4a,10.0.20.24:8774 v2.1 e80c8f8d9a994fdcb38348700180bb81 servers detail?all_tenants=True&changes-since=2018-07-03T11%3A24%3A16.237779%2B00%3A00 returned with HTTP 500,1
ebc210ae,""", req, id) File """" usr lib python2.7 site-packages nova api openstack compute servers.py"""", line 685, in _delete self.compute_api.delete(context, instance) File """" usr lib python2.7 site-packages nova compute api.py"""", line 161, in inner return function(self, context, instance, *args, **kwargs) File """" usr lib python2.7 site-packages nova compute api.py"""", line 169, in _wrapped return fn(self, context, instance, *args, **kwargs) File """" usr lib python2.7 site-packages nova compute api.py"""", line 121, in inner return f(self, context, instance, *args, **kw) File """" usr lib python2.7 site-packages nova compute api.py"""", line 1167, in delete self._delete_instance(instance) TypeError: _delete_instance() takes exactly 3 arguments (2 given) None""",1
671ad216,"""Impossibile associare l'IP mobile 172.24.4.8 all'IP fisso 11.35.1.4 per l'istanza a54e4153-e696-4def-ab5b-3114b445cffe. Errore: : Exception Traceback (most recent call last): File """" usr lib python2.7 site-packages nova api openstack compute floating_ips.py"""", line 267, in _add_floating_ip fixed_address=fixed_address) File """" usr lib python2.7 site-packages nova network base_api.py"""", line 79, in wrapper raise Exception Exception None""",1
287da782,HTTP exception thrown: Impossibile associare l'IP mobile 172.24.4.8 all'IP fisso 11.35.1.4 per l'istanza a54e4153-e696-4def-ab5b-3114b445cffe. Errore:,1
47615a2f,Impossibile associare l'IP mobile 172.24.4.8 all'IP fisso 11.35.1.4 per l'istanza a54e4153-e696-4def-ab5b-3114b445cffe. Errore: (HTTP 400) (Request-ID: req-b9b6c1d0-9620-46ae-b734-e2aefae3be28),1
c26b2407,Failed to deallocate network for instance. Error: : Exception,3
a831b9ce,""", e, sys.exc_info()) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 206, in decorated_function return function(self, context, *args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 2521, in terminate_instance do_terminate_instance(instance, bdms) File """" usr lib python2.7 site-packages oslo_concurrency lockutils.py"""", line 271, in inner return f(*args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 2519, in do_terminate_instance self._set_instance_obj_error_state(context, instance) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 2509, in do_terminate_instance self._delete_instance(context, instance, bdms) File """" usr lib python2.7 site-packages nova hooks.py"""", line 154, in inner rv = f(*args, **kwargs) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 2438, in _delete_instance self._shutdown_instance(context, instance, bdms) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 2333, in _shutdown_instance self._try_deallocate_network(context, instance, requested_networks) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 2255, in _try_deallocate_network self._set_instance_obj_error_state(context, instance) File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 2250, in _try_deallocate_network self._deallocate_network(context, instance, requested_networks) File """" usr lib python2.7 site-packages nova compute manager.py"""", line 1681, in _deallocate_network context, instance, requested_networks=requested_networks) File """" usr lib python2.7 site-packages nova network neutronv2 api.py"""", line <*> in deallocate_for_instance raise Exception Exception None""",2
b5d66d95,"""Unexpected exception in API method: Exception Traceback (most recent call last): File """" usr lib python2.7 site-packages nova api openstack extensions.py"""", line 336, in wrapped return f(*args, **kwargs) File """" usr lib python2.7 site-packages nova api validation __init__.py"""", line 181, in wrapper return func(*args, **kwargs) File """" usr lib python2.7 site-packages nova api validation __init__.py"""", line 181, in wrapper return func(*args, **kwargs) File """" usr lib python2.7 site-packages nova api openstack compute servers.py"""", line <*> in <*> servers = self._get_servers(req, <*> File """" usr lib python2.7 site-packages nova api openstack compute servers.py"""", line 220, in _get_servers raise Exception Exception None""",8
9193527c,<type 'exceptions.Exception'> (HTTP 500) (Request-ID: req-e65f3bb5-282d-4bb0-bae2-5e8263e407b1),1
d70b9e96,: Exception,1
e599e359,api_servers with fully qualified url including scheme (http https): <*>,3
95e880a1,"Could not clean up failed build, not rescheduling. Error: : Exception",1
bea1ad5c,api_servers with fully qualified url including scheme (http https): BuildAbortException: La build dell'istanza 39a10337-b547-4a12-88b8-73e39139d7ac \xe8 stata interrotta:,1
2bb55381,Failed to revert task state for instance. Error:,2
4cace397,"""Exception during message handling: Exception Traceback (most recent call last): File """" usr lib python2.7 site-packages oslo_messaging rpc server.py"""", line 160, in _process_incoming res = self.dispatcher.dispatch(message) File """" usr lib python2.7 site-packages oslo_messaging rpc dispatcher.py"""", line 213, in dispatch return self._do_dispatch(endpoint, method, ctxt, args) File """" usr lib python2.7 site-packages oslo_messaging rpc dispatcher.py"""", line 183, in _do_dispatch result = func(ctxt, **new_args) File """" usr lib python2.7 site-packages nova conductor manager.py"""", line 1125, in schedule_and_build_instances instance.create() File """" usr lib python2.7 site-packages oslo_versionedobjects base.py"""", line 226, in wrapper return fn(self, *args, **kwargs) File """" usr lib python2.7 site-packages nova objects instance.py"""", line 554, in create db_inst = db.instance_create(self._context, updates) File """" usr lib python2.7 site-packages nova db api.py"""", line 734, in instance_create return IMPL.instance_create(context, values) File """" usr lib python2.7 site-packages nova db sqlalchemy api.py"""", line 135, in wrapper return f(*args, **kwargs) File """" usr lib python2.7 site-packages oslo_db api.py"""", line 150, in wrapper ectxt.value = e.inner_exc File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 220, in __exit__ self.force_reraise() File """" usr lib python2.7 site-packages oslo_utils excutils.py"""", line 196, in force_reraise six.reraise(self.type_, self.value, self.tb) File """" usr lib python2.7 site-packages oslo_db api.py"""", line 138, in wrapper return f(*args, **kwargs) File """" usr lib python2.7 site-packages nova db sqlalchemy api.py"""", line 180, in wrapped return f(context, *args, **kwargs) File """" usr lib python2.7 site-packages nova db sqlalchemy api.py"""", line 1103, in instance_create raise Exception Exception None""",1
